screen	kind	x	y	w	h	font	color	fill	just	thick	state	text
SERIAL DECODE - 240B FRAME	text	72	71	0	0	1	16777215	-1	0	1	enable	27 2E 35 3C 43 4A 51 58
SERIAL DECODE - 240B FRAME	text	268	71	0	0	1	16777215	-1	0	1	enable	5F 66 6D 74 7B 23 2A 31
SERIAL DECODE - 240B FRAME	text	488	71	0	0	1	16777215	-1	0	1	enable	'.5<CJQX_fmt{#*1
SERIAL DECODE - 240B FRAME	text	8	89	0	0	1	8421504	-1	0	1	enable	24592
SERIAL DECODE - 240B FRAME	text	72	89	0	0	1	16777215	-1	0	1	enable	38 3F 46 4D 54 5B 62 69
SERIAL DECODE - 240B FRAME	text	268	89	0	0	1	16777215	-1	0	1	enable	70 77 7E 26 2D 34 3B 42
SERIAL DECODE - 240B FRAME	text	488	89	0	0	1	16777215	-1	0	1	enable	8?FMT[bipw~&-4;B
SERIAL DECODE - 240B FRAME	text	8	107	0	0	1	8421504	-1	0	1	enable	24608
SERIAL DECODE - 240B FRAME	text	72	107	0	0	1	16777215	-1	0	1	enable	49 50 57 5E 65 6C 73 7A
SERIAL DECODE - 240B FRAME	text	268	107	0	0	1	16777215	-1	0	1	enable	22 29 30 37 3E 45 4C 53
SERIAL DECODE - 240B FRAME	text	488	107	0	0	1	16777215	-1	0	1	enable	IPW^elsz")07>ELS
SERIAL DECODE - 240B FRAME	text	8	125	0	0	1	8421504	-1	0	1	enable	24624
SERIAL DECODE - 240B FRAME	text	72	125	0	0	1	16777215	-1	0	1	enable	5A 61 68 6F 76 7D 25 2C
SERIAL DECODE - 240B FRAME	text	268	125	0	0	1	16777215	-1	0	1	enable	33 3A 41 48 4F 56 5D 64
SERIAL DECODE - 240B FRAME	text	488	125	0	0	1	16777215	-1	0	1	enable	Zahov}%,3:AHOV]d
SERIAL DECODE - 240B FRAME	text	8	143	0	0	1	8421504	-1	0	1	enable	24640
SERIAL DECODE - 240B FRAME	text	72	143	0	0	1	16777215	-1	0	1	enable	6B 72 79 21 28 2F 36 3D
SERIAL DECODE - 240B FRAME	text	268	143	0	0	1	16777215	-1	0	1	enable	44 4B 52 59 60 67 6E 75
SERIAL DECODE - 240B FRAME	text	488	143	0	0	1	16777215	-1	0	1	enable	kry!(/6=DKRY`gnu
SERIAL DECODE - 240B FRAME	text	8	161	0	0	1	8421504	-1	0	1	enable	24656
SERIAL DECODE - 240B FRAME	text	72	161	0	0	1	16777215	-1	0	1	enable	7C 24 2B 32 39 40 47 4E
SERIAL DECODE - 240B FRAME	text	268	161	0	0	1	16777215	-1	0	1	enable	55 5C 63 6A 71 78 20 27
SERIAL DECODE - 240B FRAME	text	488	161	0	0	1	16777215	-1	0	1	enable	|$+29@GNU\cjqx '
SERIAL DECODE - 240B FRAME	text	8	179	0	0	1	8421504	-1	0	1	enable	24672
SERIAL DECODE - 240B FRAME	text	72	179	0	0	1	16777215	-1	0	1	enable	2E 35 3C 43 4A 51 58 5F
SERIAL DECODE - 240B FRAME	text	268	179	0	0	1	16777215	-1	0	1	enable	66 6D 74 7B 23 2A 31 38
SERIAL DECODE - 240B FRAME	text	488	179	0	0	1	16777215	-1	0	1	enable	.5<CJQX_fmt{#*18
SERIAL DECODE - 240B FRAME	text	8	197	0	0	1	8421504	-1	0	1	enable	24688
SERIAL DECODE - 240B FRAME	text	72	197	0	0	1	16777215	-1	0	1	enable	3F 46 4D 54 5B 62 69 70
SERIAL DECODE - 240B FRAME	text	268	197	0	0	1	16777215	-1	0	1	enable	77 7E 26 2D 34 3B 42 49
SERIAL DECODE - 240B FRAME	text	488	197	0	0	1	16777215	-1	0	1	enable	?FMT[bipw~&-4;BI
SERIAL DECODE - 240B FRAME	text	8	215	0	0	1	8421504	-1	0	1	enable	24704
SERIAL DECODE - 240B FRAME	text	72	215	0	0	1	16777215	-1	0	1	enable	50 57 5E 65 6C 73 7A 22
SERIAL DECODE - 240B FRAME	text	268	215	0	0	1	16777215	-1	0	1	enable	29 30 37 3E 45 4C 53 5A
SERIAL DECODE - 240B FRAME	text	488	215	0	0	1	16777215	-1	0	1	enable	PW^elsz")07>ELSZ
SERIAL DECODE - 240B FRAME	text	8	233	0	0	1	8421504	-1	0	1	enable	24720
SERIAL DECODE - 240B FRAME	text	72	233	0	0	1	16777215	-1	0	1	enable	61 68 6F 76 7D 25 2C 33
SERIAL DECODE - 240B FRAME	text	268	233	0	0	1	16777215	-1	0	1	enable	3A 41 48 4F 56 5D 64 6B
SERIAL DECODE - 240B FRAME	text	488	233	0	0	1	16777215	-1	0	1	enable	ahov}%,3:AHOV]dk
SERIAL DECODE - 240B FRAME	text	8	251	0	0	1	8421504	-1	0	1	enable	24736
SERIAL DECODE - 240B FRAME	text	72	251	0	0	1	16777215	-1	0	1	enable	72 79 21 28 2F 36 3D 44
SERIAL DECODE - 240B FRAME	text	268	251	0	0	1	16777215	-1	0	1	enable	4B 52 59 60 67 6E 75 7C
SERIAL DECODE - 240B FRAME	text	488	251	0	0	1	16777215	-1	0	1	enable	ry!(/6=DKRY`gnu|
SERIAL DECODE - 240B FRAME	text	8	269	0	0	1	8421504	-1	0	1	enable	24752
SERIAL DECODE - 240B FRAME	text	72	269	0	0	1	16777215	-1	0	1	enable	24 2B 32 39 40 47 4E 55
SERIAL DECODE - 240B FRAME	text	268	269	0	0	1	16777215	-1	0	1	enable	5C 63 6A 71 78 20 27 2E
SERIAL DECODE - 240B FRAME	text	488	269	0	0	1	16777215	-1	0	1	enable	$+29@GNU\cjqx '.
SERIAL DECODE - 240B FRAME	text	8	287	0	0	1	8421504	-1	0	1	enable	24768
SERIAL DECODE - 240B FRAME	text	72	287	0	0	1	16777215	-1	0	1	enable	35 3C 43 4A 51 58 5F 66
SERIAL DECODE - 240B FRAME	text	268	287	0	0	1	16777215	-1	0	1	enable	6D 74 7B 23 2A 31 38 3F
SERIAL DECODE - 240B FRAME	text	488	287	0	0	1	16777215	-1	0	1	enable	5<CJQX_fmt{#*18?
SERIAL DECODE - 240B FRAME	text	8	305	0	0	1	8421504	-1	0	1	enable	24784
SERIAL DECODE - 240B FRAME	text	72	305	0	0	1	16777215	-1	0	1	enable	46 4D 54 5B 62 69 70 77
SERIAL DECODE - 240B FRAME	text	268	305	0	0	1	16777215	-1	0	1	enable	7E 26 2D 34 3B 42 49 50
SERIAL DECODE - 240B FRAME	text	488	305	0	0	1	16777215	-1	0	1	enable	FMT[bipw~&-4;BIP
SERIAL DECODE - 240B FRAME	text	8	323	0	0	1	8421504	-1	0	1	enable	24800
SERIAL DECODE - 240B FRAME	text	72	323	0	0	1	16777215	-1	0	1	enable	57 5E 65 6C 73 7A 22 29
SERIAL DECODE - 240B FRAME	text	268	323	0	0	1	16777215	-1	0	1	enable	30 37 3E 45 4C 53 5A 61
SERIAL DECODE - 240B FRAME	text	488	323	0	0	1	16777215	-1	0	1	enable	W^elsz")07>ELSZa
SERIAL DECODE - 240B FRAME	text	8	344	0	0	1	11579568	-1	0	1	enable	FRAME  32768 bytes  3 err  143 win  -> stream00.txt  [cap]
SERIAL DECODE - 240B FRAME	text	478	344	0	0	1	11579568	-1	0	1	enable	log: NOT LOGGING
SERIAL DECODE - 240B FRAME	text	675	344	0	0	1	11579568	-1	0	1	enable	
SERIAL DECODE - 240B FRAME	button	729	58	56	0	1	16777215	-1	0	1	enable	Up
SERIAL DECODE - 240B FRAME	button	729	262	56	0	1	16777215	-1	0	1	enable	Dn
SERIAL DECODE - 240B FRAME	text	684	51	0	0	1	11053224	-1	0	1	enable	page
SERIAL DECODE - 240B FRAME	text	744	51	0	0	1	16777215	-1	2	1	enable	1
SERIAL DECODE - 240B FRAME	text	750	51	0	0	1	11053224	-1	0	1	enable	of
SERIAL DECODE - 240B FRAME	text	788	51	0	0	1	16777215	-1	2	1	enable	35
SERIAL DECODE - 240B FRAME	button	8	362	120	0	1	16777215	-1	0	1	enable	Capture
SERIAL DECODE - 240B FRAME	button	152	362	90	0	1	16777215	-1	0	1	enable	View
SERIAL DECODE - 240B FRAME	button	266	362	100	0	1	16777215	-1	0	1	enable	Mode
SERIAL DECODE - 240B FRAME	button	390	362	112	0	1	16777215	-1	0	1	enable	NewLog
SERIAL DECODE - 240B FRAME	button	526	362	112	0	1	16777215	-1	0	1	enable	Save
SERIAL DECODE - 240B FRAME	button	662	362	112	0	1	16777215	-1	0	1	enable	Options
SERIAL DECODE OPTIONS	editopt	270	6	0	0	1	16777215	-1	0	1	enable	Protocol	sets the wire parameters	UART
SERIAL DECODE OPTIONS	editnum	270	56	0	0	1	16777215	-1	0	1	enable	Baud Rate	0 = auto-detect	0 Bd
SERIAL DECODE OPTIONS	editopt	270	106	0	0	1	16777215	-1	0	1	enable	Data Bits	auto, or fix it	Auto (7/8)
SERIAL DECODE OPTIONS	editopt	270	156	0	0	1	16777215	-1	0	1	enable	Parity	auto or fixed	Auto
SERIAL DECODE OPTIONS	editopt	270	206	0	0	1	16777215	-1	0	1	enable	Polarity	idle level	Auto
SERIAL DECODE OPTIONS	editopt	270	256	0	0	1	16777215	-1	0	1	enable	Trigger	capture start	Free run
SERIAL DECODE OPTIONS	editopt	270	306	0	0	1	16777215	-1	0	1	enable	Rear BNC	trig in / flow-control out	Off
SERIAL DECODE OPTIONS	button	22	360	200	0	1	16777215	-1	0	1	enable	Auto Detect
SERIAL DECODE OPTIONS	button	234	360	220	0	1	16777215	-1	0	1	enable	Lock Detected
SERIAL DECODE OPTIONS	button	466	360	150	0	1	16777215	-1	0	1	enable	Apply
SERIAL DECODE OPTIONS	button	628	360	150	0	1	16777215	-1	0	1	enable	Cancel
